NodeID 人物编号,Focused_or_Related 核心人物/相关人物,Chinese_Name 汉字人物姓名,English_Name 英语人物姓名,VIAF,YOB 出生年份,YOD 逝世年份,Dialect_Group 方言群,Hometown_in_Details 细致祖籍地,Search_by_Place_of_Birth 出生地检索,NLB_Link NLB链接
465,Related,胡颖德,Nil,,1870,1954,粤/Canton,"广东省广州市/Guangzhou, Guangdong",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
466,Related,黄永祺,Nil,,Nil,Nil,闽/Hokkien,"福建省惠安县/Hui'an County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
467,Related,黄桂岩,Nil,,Nil,Nil,闽/Hokkien,"福建省惠安县/Hui'an County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
468,Related,黄桂丁,Nil,,Nil,Nil,闽/Hokkien,"福建省惠安县/Hui'an County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
469,Related,黄桂馥,Nil,,Nil,Nil,闽/Hokkien,"福建省惠安县/Hui'an County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
470,Related,徐悲鸿,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
471,Related,许雪湫,Nil,,Nil,1912,粤/Canton,"广东省海阳县/Haiyang County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
472,Related,黄端琼,Nil,,Nil,Nil,闽/Hokkien,"福建省闽清县/Minqing County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
473,Related,黄淑琼,Nil,,Nil,Nil,闽/Hokkien,"福建省闽清县/Minqing County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
474,Related,蔚利高,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
475,Related,萧保魂,Nil,,Nil,Nil,闽/Hokkien,"福建省晋江县/Jinjiang County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
476,Related,陈祀恩,Nil,,Nil,Nil,暂无/Nil,吉隆坡/Kuala Lumpur,吉隆坡/Kuala Lumpu,http://shgis.nus.edu.sg/sbdb/unavailable.html
477,Related,黄金钻,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
478,Related,赫利特,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
479,Related,黄海筹,Nil,,Nil,Nil,粤/Canton,"广东省台山县/Taishan County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
480,Related,黄树昆,Nil,,Nil,Nil,粤/Canton,"广东省台山县/Taishan County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
481,Related,黄寿炽,Nil,,Nil,Nil,粤/Canton,"广东省台山县/Taishan County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
482,Related,黄美瑶,Nil,,Nil,Nil,粤/Canton,"广东省台山县/Taishan County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
483,Related,梁敏修,Nil,,Nil,1916,粤/Canton,"广东省广州市/Guangzhou, Guangdong",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
484,Related,黄兆贤,Nil,,Nil,1973,粤/Canton,"广东省台山县/Taishan County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
485,Related,黄兆珪,Nil,,1888,1980,暂无/Nil,"广东省台山县/Taishan County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
486,Related,黄兆琨,Nil,,1883,1946,粤/Canton,"广东省台山县/Taishan County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
487,Related,黄兆南,Nil,,Nil,Nil,暂无/Nil,"广东省台山县/Taishan County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
488,Related,黄兆镇,Nil,,1888,Nil,粤/Canton,"广东省台山县/Taishan County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
489,Related,陈宗祺,Nil,,Nil,Nil,暂无/Nil,槟城/Penang,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
490,Related,黄奕根,Nil,,Nil,Nil,闽/Hokkien,"福建省南安县/Nan'an County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
491,Related,李登辉,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
492,Related,袁世凯,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
493,Related,王景成,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
494,Related,黄勖吾,Nil,,Nil,Nil,粤/Canton,"广东省澄海县/Chenghai County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
495,Related,李进坤,Nil,,Nil,Nil,客/Hakka,"广东省大埔县/Dapu County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
496,Related,李进汤,Nil,,Nil,Nil,客/Hakka,"广东省大埔县/Dapu County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
497,Related,李维娘,Nil,,Nil,Nil,客/Hakka,"广东省大埔县/Dapu County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
498,Related,李金耀,Nil,,Nil,Nil,客/Hakka,"广东省大埔县/Dapu County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
499,Related,李天耀,Nil,,Nil,Nil,客/Hakka,"广东省大埔县/Dapu County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
500,Related,李祥耀,Nil,,Nil,Nil,客/Hakka,"广东省大埔县/Dapu County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
501,Related,李金满,Nil,,Nil,Nil,客/Hakka,"广东省大埔县/Dapu County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
502,Related,李显龙,Nil,,Nil,Nil,客/Hakka,"广东省大埔县/Dapu County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
503,Related,庄笃明,Nil,,Nil,Nil,闽/Hokkien,"福建省晋江县/Jinjiang County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
504,Related,李庆禧,Nil,,Nil,Nil,闽/Hokkien,"福建省永春县/Yongchun County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
505,Related,陈长佑,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
506,Related,胡维德,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
507,Related,载泽,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
508,Related,尚志恒,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
509,Related,庄士敦,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
510,Related,林维芳,Nil,,1864,1910,粤/Canton,"广东省新宁县/Xinning County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
511,Related,李宝娘,Nil,,Nil,Nil,闽/Hokkien,"福建省永春县/Yongchun County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
512,Related,李邦赐,Nil,,Nil,Nil,闽/Hokkien,"福建省永春县/Yongchun County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
513,Related,蔡永远,Nil,,Nil,Nil,闽/Hokkien,福建/Fujian,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
514,Related,许行云,Nil,,Nil,Nil,闽/Hokkien,福建/Fujian,马六甲/Melaka,http://shgis.nus.edu.sg/sbdb/unavailable.html
515,Related,苏芳泉,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
516,Related,陈敬元,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
517,Related,许山泉,Nil,,Nil,Nil,闽/Hokkien,福建/Fujian,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
518,Related,许山林,Nil,,Nil,Nil,闽/Hokkien,福建/Fujian,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
519,Related,许山河,Nil,,Nil,Nil,闽/Hokkien,福建/Fujian,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
520,Related,李桂林,Nil,,Nil,Nil,暂无/Nil,马六甲/Malacca,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
521,Related,李石农,Nil,,Nil,Nil,暂无/Nil,马六甲/Malacca,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
522,Related,李深端,Nil,,Nil,Nil,暂无/Nil,马六甲/Malacca,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
523,Related,李深学,Nil,,Nil,Nil,暂无/Nil,马六甲/Malacca,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
524,Related,谢孝义,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
525,Related,李清岩,Nil,,Nil,Nil,闽/Hokkien,"福建省永春县/Yongchun County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
526,Related,光绪皇帝,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
527,Related,史密斯,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
528,Related,李玉波,Nil,,1886,1958,潮/Teochew,"广东省潮阳县/Chaoyang County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
529,Related,李合平,Nil,,1888,1963,潮/Teochew,"广东省澄海县/Chenghai County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
530,Related,陈长乐,Nil,,1886,1961,粤/Canton,"广东省台山县/Taishan County, Guangdong Province",新加坡/Singapore,http://shgis.nus.edu.sg/sbdb/unavailable.html
531,Related,李铁民,Nil,,Nil,Nil,闽/Hokkien,"福建省永春县/Yongchun County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
532,Related,颜长春,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
533,Related,江建霞,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
534,Related,李淑娘,Nil,,Nil,Nil,客/Hakka,"广东省大埔县/Dapu County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
535,Related,爱德华七世,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
536,Related,泰戈尔,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
537,Related,尼赫鲁,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
538,Related,甘地,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
539,Related,林建达,Nil,,Nil,Nil,闽/Hokkien,"福建省南安县/Nan'an County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
540,Related,威廉•启信,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
541,Related,乔治六世,Nil,,Nil,Nil,暂无/Nil,英国/United Kingdom,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
542,Related,伊丽莎白二世,Nil,,Nil,Nil,暂无/Nil,英国/United Kingdom,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
543,Related,蔡子庸,Nil,,1848,Nil,潮/Teochew,"广东省澄海县/Chenghai County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
544,Related,陈云秋,Nil,,Nil,Nil,潮/Teochew,"广东省潮安县/Chao'an County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
545,Related,林树森,Nil,,1888,1948,潮/Teochew,"广东省潮安县/Chao'an County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
546,Related,李乾盛,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
547,Related,黄松亭,Nil,,Nil,Nil,潮/Teochew,"广东省澄海县/Chenghai County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
548,Related,乔治五世,Nil,,Nil,Nil,暂无/Nil,英国/United Kingdom,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
549,Related,黄庆祥,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
550,Focused,陈锡九,Tan Siak Kew,,1906,1978,潮/Teochew,"广东省潮安县/Chao'an County, Guangdong Province",暂无/Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/ZAuraSDHkMU&label=Tan,%20Siak%20Kew"
551,Related,林和坂,Nil,,Nil,Nil,闽/Hokkien,"福建省龙溪县（今属龙海县）/Longxi County, Fujian Province (Now at Longhai County)",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
552,Focused,黄敏,Wee Bin,,Nil,Nil,闽/Hokkien,中国/China,暂无/Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/8ghxI86qwpM&label=Huang,%20Min"
553,Related,林金泽,Nil,,Nil,Nil,闽/Hokkien,"福建省龙溪县（今属龙海县）/Longxi County, Fujian Province (Now at Longhai County)",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
554,Related,林绍裘,Nil,,Nil,Nil,闽/Hokkien,"福建省龙溪县（今属龙海县）/Longxi County, Fujian Province (Now at Longhai County)",新加坡/Singapore,http://shgis.nus.edu.sg/sbdb/unavailable.html
555,Related,林汉,Nil,,Nil,Nil,闽/Hokkien,"福建省厦门市/Xiamen City, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
556,Focused,林路,Lim Loh,,1852,1929,闽/Hokkien,"福建省南安县/Nan'an County, Fujian Province",暂无/Nil,"http://eresources.nlb.gov.sg/linkeddata/entity_new.html?uri=http://eresources.nlb.gov.sg/ID/NLBDM/vocab/Jh4MmPndlhk&label=Lim,%20Loh"
557,Related,林竹轩,Nil,,Nil,Nil,闽/Hokkien,"福建省南安县/Nan'an County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
558,Related,李德立,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
559,Related,佘正裕,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
560,Related,谢庆振,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
561,Related,佘柏城,Nil,,Nil,Nil,潮/Teochew,"广东省澄海县/Chenghai County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
562,Related,肃亲王,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
563,Related,林可能,Nil,,Nil,Nil,闽/Hokkien,"福建省海澄县（今属龙海县）/Haicheng County, Fujian Province (Now at Longhai County)",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
564,Related,林国安,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
565,Related,林癸荣,Nil,,Nil,Nil,闽/Hokkien,"福建省厦门市/Xiamen City, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
566,Related,林萃龙,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
567,Related,林月卿,Nil,,Nil,Nil,闽/Hokkien,"福建省海澄县（今属龙海县）/Haicheng County, Fujian Province (Now at Longhai County)",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
568,Related,林炳汉,Nil,,Nil,Nil,闽/Hokkien,"福建省海澄县（今属龙海县）/Haicheng County, Fujian Province (Now at Longhai County)",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
569,Related,林贤娘,Nil,,Nil,Nil,潮/Teochew,"广东省潮安县/Chao'an County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
570,Related,林三古,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
571,Related,朱月娘,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
572,Related,尤索夫•依萨,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
573,Related,刘正兴,Nil,,1872,1942,潮/Teochew,"广东省潮安县/Chao'an County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
574,Related,阮碧霞,Nil,,Nil,Nil,闽/Hokkien,"福建省龙溪县（今属龙海县）/Longxi County, Fujian Province (Now at Longhai County)",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
575,Related,陈秋槎,Nil,,1893,1942,潮/Teochew,"广东省澄海县/Chenghai County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
576,Related,林炳源,Nil,,Nil,1887,潮/Teochew,"广东省澄海县/Chenghai County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
577,Related,张春莲,Nil,,Nil,Nil,潮/Teochew,"广东省饶平县/Raoping County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
578,Related,张来喜,Nil,,Nil,Nil,潮/Teochew,"广东省澄海县/Chenghai County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
579,Related,胡汉民,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
580,Related,汪精卫,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
581,Related,李烈钧,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
582,Related,林忠民,Nil,,Nil,Nil,潮/Teochew,"广东省澄海县/Chenghai County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
583,Related,林忠宪,Nil,,Nil,Nil,潮/Teochew,"广东省澄海县/Chenghai County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
584,Related,阮氏,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
585,Related,林积玉,Nil,,Nil,Nil,潮/Teochew,"广东省澄海县/Chenghai County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
586,Related,林琼玉,Nil,,Nil,Nil,潮/Teochew,"广东省澄海县/Chenghai County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
587,Related,林素玉,Nil,,Nil,Nil,潮/Teochew,"广东省澄海县/Chenghai County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
588,Related,林美玉,Nil,,Nil,Nil,潮/Teochew,"广东省澄海县/Chenghai County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
589,Related,林绿玉,Nil,,Nil,Nil,潮/Teochew,"广东省澄海县/Chenghai County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
590,Related,林雪玉,Nil,,Nil,Nil,潮/Teochew,"广东省澄海县/Chenghai County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
591,Related,林英权,Nil,,Nil,Nil,潮/Teochew,"广东省澄海县/Chenghai County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
592,Related,林英士,Nil,,Nil,Nil,潮/Teochew,"广东省澄海县/Chenghai County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
593,Related,林雨岩,Nil,,1880,1973,潮/Teochew,"广东省潮阳县/Chaoyang County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
594,Related,萧贤舞,Nil,,Nil,Nil,客/Hakka,"广东省大埔县/Dapu County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
595,Related,蓝梦全,Nil,,Nil,Nil,客/Hakka,"广东省大埔县/Dapu County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
596,Related,梭罗副王,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
597,Related,王义元,Nil,,Nil,Nil,琼/Hainan,"广东省乐会县（今属海南省）/Lehui County, Guangdong Province (Now at Hainan Province)",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
598,Related,方琴媛,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
599,Related,欧阳壎,Nil,,Nil,Nil,潮/Teochew,"广东省澄海县/Chenghai County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
600,Related,宏船,Nil,,Nil,Nil,闽/Hokkien,"福建省晋江县/Jinjiang County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
601,Related,吴良标,Nil,,Nil,Nil,闽/Hokkien,"福建省厦门市/Xiamen City, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
602,Related,刘毓霖,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
603,Related,邱国珍,Nil,,Nil,Nil,闽/Hokkien,"福建省海澄县（今属龙海县）/Haicheng County, Fujian Province (Now at Longhai County)",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
604,Related,邱正潮,Nil,,Nil,Nil,闽/Hokkien,"福建省海澄县（今属龙海县）/Haicheng County, Fujian Province (Now at Longhai County)",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
605,Related,邱得松,Nil,,Nil,Nil,闽/Hokkien,"福建省海澄县（今属龙海县）/Haicheng County, Fujian Province (Now at Longhai County)",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
606,Related,谢龙门,Nil,,Nil,Nil,闽/Hokkien,"福建省龙溪县（今属龙海县）/Longxi County, Fujian Province (Now at Longhai County)",新加坡/Singapore,http://shgis.nus.edu.sg/sbdb/unavailable.html
607,Related,瑞于,Nil,,Nil,Nil,闽/Hokkien,"福建省晋江县/Jinjiang County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
608,Related,刘瑜,Nil,,Nil,Nil,三江/Sam Kiang,"湖南省长沙市/Changsha, Hunan",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
609,Related,李声余,Nil,,Nil,Nil,粤/Canton,"广东省番禺县/Panyu County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
610,Related,陈德才,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
611,Related,邵逸夫,Nil,,Nil,Nil,三江/Sam Kiang,"浙江省镇海县/Zhenhai County, Zhejiang Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
612,Related,刘长意,Nil,,1848,1915,潮/Teochew,"广东省潮安县/Chao'an County, Guangdong Province",新加坡/Singapore,http://shgis.nus.edu.sg/sbdb/unavailable.html
613,Related,佘应仁,Nil,,1885,1968,潮/Teochew,"广东省澄海县/Chenghai County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
614,Related,佘应佐,Nil,,1884,1949,潮/Teochew,"广东省澄海县/Chenghai County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
615,Related,佘应恭,Nil,,Nil,Nil,潮/Teochew,"广东省澄海县/Chenghai County, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
616,Related,威廉•巴特卫,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
617,Related,曾亚六,Nil,,1814,1874,潮/Teochew,"广东省潮州/Chaozhou, Guangdong Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
618,Related,杨春娘,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
619,Related,宋长溪,Nil,,Nil,Nil,闽/Hokkien,"福建省南靖县/Nanjing County, Fujian Province",马六甲/Melaka,http://shgis.nus.edu.sg/sbdb/unavailable.html
620,Related,宋顺源,Nil,,Nil,Nil,闽/Hokkien,"福建省南靖县/Nanjing County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
621,Related,宋荣宗,Nil,,Nil,Nil,闽/Hokkien,"福建省南靖县/Nanjing County, Fujian Province",暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
622,Related,理雅各,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
623,Related,基斯柏理,Nil,,Nil,Nil,暂无/Nil,暂无/Nil,暂无/Nil,http://shgis.nus.edu.sg/sbdb/unavailable.html
