person ID,chinese name,hanyupinyin_ corrected,year of birth,year of death,出生地 (1st column is self-designated without referencing sources),,,birth - province,birth - level2,birth - level 3,birth - level 4,birth - level 5
C03029,林世露,lin shi lu ,,,,,,福建,永春,,,
C03030,林宝渊,lin bao yuan ,,,马来西亚,马六甲,,福建,永定,,,
C03031,林兹宁,lin zi ning ,,,,,,福建,南安,,,
C03032,郑斗良,zheng dou liang ,,,,,,福建,德化,,,
C03033,邱章卿,qiu zhang qing ,,,,,,福建,永春,,,
C03034,罗凤廷,luo feng ting ,,,,,,广东,大埔,,,
C03035,郑其振,zheng qi zhen ,,,,,,福建,永春,,,
C03036,许文煨,xu wen wei ,,,,,,福建,惠安,,,
C03037,林泥,lin ni ,,,,,,安溪,,,,
C03038,姚金水,yao jin shui ,,,马来西亚,马六甲,,福建,永春,,,
C03039,郑奕禧,zheng yi xi ,,,,,,福建,永春,,,
C03040,黄天定,huang tian ding ,,,,,,福建,,,,
C03041,颜克正,yan ke zheng ,,,,,,福建,永春,,,
C03042,宋传麟,song chuan lin ,,,,,,福建,永春,,,
C03043,林养,lin yang ,,,,,,福建,同安,,,
C03044,陈文摸,chen wen mo ,,,,,,福建　,,,,
C03045,黄守仁,huang shou ren ,,,,,,琼州,文昌,,,
C03046,林清祺,lin qing qi ,,,,,,福建,永春,,,
C03047,柳其杰,liu qi jie ,,,,,,福建,晋江,,,
C03048,陈秀懿,chen xiu yi ,,,,,,福建,,,,
C03049,曾瑞青,ceng rui qing ,,,,,,福建,德化,,,
C03050,褟善廷,ta shan ting ,,,,,,琼州,文昌,,,
C03051,颜金年,yan jin nian ,,,,,,福建,永春,,,
C03052,颜堪,yan kan ,,,,,,福建,永春,,,
C03053,周德光,zhou de guang ,,,,,,福建安溪,,,,
C03054,林树深,lin shu shen ,,,,,,广东,文昌,,,
C03055,陈贞禄,chen zhen lu ,,,马来西亚,马六甲,,福建,,,,
C03056,林成辉,lin cheng hui ,,,,,,福建,海澄,,,
C03057,郑誉金,zheng yu jin ,,,,,,福建,永春,,,
C03058,李仲乾,li zhong qian ,,,,,,江西,临川,,,
C03059,林鹏侠,lin peng xia ,,,,,,,,,,
C03060,黄来发,huang lai fa ,,,,,,福建,厦门,,,
C03061,何思观,he si guan ,,,,,,广东,开平,,,
C03062,杨清泉,yang qing quan ,,,,,,福建,海澄,,,
C03063,郑荆召,zheng jing zhao ,,,,,,福建,德化,,,
C03064,杨吉兆,yang ji zhao ,,,,,,广东,湖安,,,
C03065,黄阿福,huang a fu ,,,,,,广东,台山,,,
C03066,黄典娴,huang dian xian ,,,,,,广东,台山,,,
C03067,陈开国,chen kai guo ,,,,,,广东乐会,,,,
C03068,蔡亨禁,cai heng jin ,,,,,,福建,南安,,,
C03069,颜清发,yan qing fa ,,,,,,福建,福清,,,
C03070,陈合吉,chen he ji ,,,,,,广东,潮州,,,
C03071,林有谅,lin you liang ,,,,,,福建,禾山,,,
C03072,赵丽生别传,zhao li sheng bie chuan ,,,,,,广东,潮州,,,
C03073,粘东生别传,zhan dong sheng bie chuan ,,,,,,福建,晋江,,,
C03074,黄义华,huang yi hua ,,,,,,广东,琼州,,,
C03075,梁怡来,liang yi lai ,,,,,,福建,南安,,,
C03076,吕俊炎,lu jun4 yan ,,,,,,福建,金门,,,
C03077,林谦逊,lin qian xun ,,,,,,福建,龙溪,,,
C03078,何清万,he qing wan ,,,,,,福建,漳浦,,,
C03079,蒋贤珍,jiang xian zhen ,,,,,,福建,金门,,,
C03080,陈子英,chen zi ying ,,,,,,福建闽侯,,,,
C03081,陈兴泉,chen xing quan ,,,新加坡,,,,,,,
C03082,何珍南,he zhen nan ,,,,,,广东,乐会,,,
C03083,杨欣木,yang xin mu ,,,,,,福建,海澄,,,
C03084,朱健孙,zhu jian sun ,,,,,,广东,梅县,,,
C03085,梁后宙,liang hou zhou ,,,,,,福建,南安,,,
C03086,江福来,jiang fu lai ,,,,,,福建,金门,,,
C03087,陈友仕,chen you shi ,,,,,,广东,潮州,,,
C03088,颜清溪,yan qing xi ,,,,,,福建,同安,,,
C03089,许文言,xu wen yan ,,,,,,福建,金门,,,
C03090,黄晋藩,huang jin fan ,,,,,,广东,新会,,,
C03091,蔡水湖,cai shui hu ,,,,,,福建,夏门,,,
C03092,梁爰整,liang yuan zheng ,,,,,,福建,南安,,,
C03093,刘振业,liu zhen ye ,,,,,,福建,诏安,,,
C03094,苏仪福,su yi fu ,,,,,,福建,兴化,,,
C03095,何秀填,he xiu tian ,,,,,,,,,,
C03096,陈鸿德,chen hong de ,,,,,,福建,海澄,,,
C03097,郭华芳,guo hua fang ,,,,,,,,,,
C03098,何冠球,he guan qiu ,,,,,,广东,新会,,,
C03099,梁建南,liang jian nan ,,,,,,广东,南海,,,
C03100,张俊标,zhang jun4 biao ,,,,,,广东,澄海,,,
C03101,林文勅,lin wen chi ,,,,,,福建,同安,,,
C03102,林文球,lin wen qiu ,,,,,,福建,同安,,,
C03103,李为朝,li wei chao ,,,,,,福建,南安,,,
C03104,陈清和,chen qing he ,,,,,,福建,金门,,,
C03105,张金荣别传,zhang jin rong bie chuan ,,,,,,福建,南安,,,
C03106,林耀东,lin yao dong ,,,,,,福建,龙溪,,,
C03107,黄生桃,huang sheng tao ,,,,,,福建,兴化,,,
C03108,朱来发,zhu lai fa ,,,,,,福建,同安,,,
C03109,陈阿桂,chen a gui ,,,,,,福建,兴化,,,
C03110,陈镜如,chen jing ru ,,,,,,广东,文昌,,,
C03111,林保东,lin bao dong ,,,,,,福建,南安,,,
C03112,黄俊昌,huang jun4 chang ,,,,,,湖州,潮安,,,
C03113,王溪水,wang xi shui ,,,,,,福建,南安,,,
C03114,陈阿贵,chen a gui ,,,,,,福建,兴化,,,
C03115,郭可钟,guo ke zhong ,,,,,,福建,福清,,,
C03116,陈福安,chen fu an ,,,,,,福建,漳州,,,
C03117,黄善嘉,huang shan jia ,,,,,,福建,南安,,,
C03118,林文德,lin wen de ,,,,,,潮州,潮安,,,
C03119,黄秋明,huang qiu ming ,,,,,,福建,同安,,,
C03120,吴乾南,wu qian nan ,,,,,,琼州,文昌,,,
C03121,陈添,chen tian ,,,,,,福建,同安,,,
C03122,林天心,lin tian xin ,,,,,,福建,莆田,,,
C03123,卓曙东,zhuo shu dong ,,,,,,福建,南安,,,
C03124,曾文闵,ceng wen min ,,,,,,福建,同安,,,
C03125,何敦瑚,he dun hu ,,,,,,广东,文昌,,,
C03126,陈进来,chen jin lai ,,,,,,福建,禾山,,,
C03127,黄种志,huang zhong zhi ,,,,,,福建,南安,,,
C03128,孙贞祥,sun zhen xiang ,,,,,,福建,同安,,,
C03129,苏定琼,su ding qiong ,,,,,,广东,琼州,,,
C03130,梁少山,liang shao shan ,,,,,,福建,南安,,,
C03131,"林文蚶
","lin wen han 
",,,,,,福建,海澄,,,
C03132,黄永燊,huang yong shen ,,,,,,广东,新会,,,
C03133,黄玉华,huang yu hua ,,,,,,福建,漳浦,,,
C03134,吴汉章,wu han zhang ,,,,,,江苏,无锡,,,
C03135,郭赞经,guo zan jing ,,,,,,福建,南安,,,
C03136,谢和顺,xie he shun ,,,,,,福建,泉州,,,
C03137,林子敬,lin zi jing ,,,,,,福建,金门,,,
C03138,章文双,zhang wen shuang ,,,,,,福建,安溪,,,
C03139,翁文兴,weng wen xing ,,,,,,福建,金门,,,
C03140,梁序兴,liang xu xing ,,,,,,福建,南安,,,
C03141,符文章,fu wen zhang ,,,,,,广东,琼州,,,
C03142,曾有源,ceng you yuan ,,,,,,福建,永定,,,
C03143,王运到,wang yun dao ,,,,,,福建,思明,,,
C03144,吴赞传,wu zan chuan ,,,,,,福建,南安,,,
C03145,朱福水,zhu fu shui ,,,,,,福建惠安,,,,
C03146,陈国藩,chen guo fan ,,,,,,福建,永春,,,
C03147,张福源,zhang fu yuan ,,,,,,福建,同安,,,
C03148,黄金生,huang jin sheng ,,,,,,广东,鹤山,,,
C03149,白锡志,bai xi zhi ,,,,,,福建,安溪,,,
C03150,谢天河,xie tian he ,,,,,,福建,云霄,,,
C03151,谢合隆,xie he long ,,,,,,福建,南安,,,
C03152,叶文积,ye wen ji ,,,,,,福建,晋江,,,
C03153,吕天保,lu tian bao ,,,,,,福建,南安,,,
C03154,冯金印,feng jin yin ,,,,,,福建,金门,,,
C03155,甘朝阳,gan chao yang ,,,,,,福建,海澄,,,
C03156,陈开士,chen kai shi ,,,,,,广东,乐会,,,
C03157,黄文章,huang wen zhang ,,,,,,福建,南安,,,
C03158,杨文通,yang wen tong ,,,,,,福建,同安,,,
C03159,陈明琛,chen ming chen ,,,,,,广东,文昌,,,
C03160,黄天淑,huang tian shu ,,,新加坡,,,福建,同安,,,
C03161,陈金书,chen jin shu ,,,,,,福建,思明,,,
C03162,黄镜波,huang jing bo ,,,,,,广东,台山,,,
C03163,陈清来,chen qing lai ,,,,,,广东,普宁,,,
C03164,赵郭,zhao guo ,,,,,,福建,安溪,,,
C03165,方自然,fang zi ran ,,,,,,福建,龙溪,,,
C03166,陈知崎,chen zhi qi ,,,,,,广东,潮州,,,
C03167,梁如山,liang ru shan ,,,,,,福建,南安,,,
C03168,周少梅,zhou shao mei ,,,,,,,,,,
C03169,郑其绵,zheng qi mian ,,,,,,福建,永春,,,
C03170,陈璧英,chen bi ying ,,,新加坡,,,福建,,,,
C03171,饶少钦,rao shao qin ,,,,,,广东,大埔,,,
C03172,云茂悦,yun mao yue ,,,,,,琼州,文昌,,,
C03173,陈瑞福,chen rui fu ,,,新家坡,,,福建,思明,,,
C03174,黄振秀,huang zhen xiu ,,,,,,福建,永春,,,
C03175,林秉祥,lin bing xiang ,,,,,,,,,,
C03176,陈受益,chen shou yi ,,,,,,福建,金门,,,
C03177,李永响,li yong xiang ,,,,,,福建,海澄,,,
C03178,黄翼如,huang yi ru ,,,,,,广东,台山,,,
C03179,王南福,wang nan fu ,,,,,,福建,晋江,,,
C03180,黄衍华,huang yan hua ,,,,,,广东,台山,,,
C03181,刘德仁,liu de ren ,,,,,,福建,龙溪,,,
C03182,曾日升,ceng ri sheng ,,,,,,广东,三水,,,
C03183,韩余三,han yu san ,,,,,,琼州,琼山,,,
C03184,林建邦,lin jian bang ,,,,,,福建,思明,,,
C03185,黄韫山,huang yun shan ,,,,,,厦门,,,,
C03186,张顺畴,zhang shun chou ,,,,,,福建,南靖,,,
C03187,林文庆,lin wen qing ,1869,1957,新加坡,,,福建,海澄,,,
C03188,宋韵铮,song yun zheng ,,,,,,广东,梅县,,,
C03189,潘霖端,pan lin duan ,,,,,,广东,南海,,,
C03190,卢清森,lu qing sen ,,,,,,福建,金门,,,
C03191,林建明,lin jian ming ,,,,,,福建,海澄,,,
C03192,蓝如晏,lan ru yan ,,,,,,广东,茶阳,,,
C03193,张进之,zhang jin zhi ,,,,,,广东,大埔,,,
C03194,卓泗,zhuo si ,,,,,,广东,梅县,,,
C03195,吴燊才,wu shen cai ,,,马来西亚,槟城,,广东,台山,,,
C03196,杨绍寅,yang shao yin ,,,,,,福建,同安,,,
C03197,杨文彪,yang wen biao ,,,,,,广东,大埔,,,
C03198,黄桂兰女士,huang gui lan nu shi ,,,,,,广东,琼东,,,
C03199,许尊士,xu zun shi ,,,,,,广东,饶平,,,
C03200,谢叔文,xie shu wen ,,,,,,广东,新会,,,
C03201,李修教,li xiu jiao ,,,,,,福建,永春,,,
C03202,柯新合,ke xin he ,,,,,,广东,潮阳,,,
C03203,柯新科,ke xin ke ,,,,,,广东,潮阳,,,
C03204,陈尚会,chen shang hui ,,,,,,,,,,
C03205,陈富水,chen fu shui ,,,,,,福建,惠安,,,
C03206,陈金镇,chen jin zhen ,,,,,,福建,同安,,,
C03207,潘少棠,pan shao tang ,,,,,,广东,南海,,,
C03208,沈安端,shen an duan ,,,星洲,,,福建,安溪,,,
C03209,苏廷祥,su ting xiang ,,,,,,福建,金门,,,
C03210,吕阿回,lu a hui ,,,,,,福建,南安,,,
C03211,游登玉,you deng yu ,,,,,,广东,琼山　,,,
C03212,蔡乾,cai qian ,,,,,,福建,漳浦,,,
C03213,王玉洋,wang yu yang ,,,,,,福建,晋江,,,
C03214,李水权,li shui quan ,,,,,,,,,,
C03215,杜祥,du xiang ,,,,,,福建,晋江,,,
C03216,陈梓桐,chen zi tong ,,,,,,福建,永春,,,
C03217,柯逢春,ke feng chun ,,,,,,福建,思明,,,
C03218,曾愈钦,ceng yu qin ,,,生长于新加坡,,,广东,汕头,,,
C03219,朱国良,zhu guo liang ,,,,,,福建,东山,,,
C03220,张不记女士,zhang bu ji nu shi ,,,星岛,,,福建,同安,,,
C03221,苏苗枞,su miao cong ,,,,,,福建,安溪,,,
C03222,陈玉书,chen yu shu ,1943,,新加坡,,,福建,南安,,,
C03223,林智千,lin zhi qian ,,,,,,广东,湖安,,,
C03224,黄瑚琏,huang hu lian ,,,,,,福建,南安,,,
C03225,林万兴,lin wan xing ,,,,,,福建,惠安,,,
C03226,林万宝,lin wan bao ,,,,,,福建,惠安,,,
C03227,符鸿美,fu hong mei ,,,,,,广东,文昌,,,
C03228,黄笃隆,huang du long ,,,,,,福建,同安,,,
C03229,邓金福,deng jin fu ,,,新加坡 ,,,广东,新宁,,,
C03230,林大祥,lin da xiang ,,,星洲,,,福建,东山,,,
C03231,黄默生,huang mo sheng ,,,,,,福建,思明,,,
C03232,英振声,ying zhen sheng ,,,,,,广东,新会,,,
C03233,郑庭钦,zheng ting qin ,,,,,,琼州,文昌,,,
C03234,林清双,lin qing shuang ,,,,,,福建,南安,,,
C03235,王海水,wang hai shui ,,,,,,福建,南安,,,
C03236,侯辉煌,hou hui huang ,,,,,,福建,南安,,,
C03237,李成,li cheng ,,,新加坡,,,广东,肇庆,,,
C03238,陈元合,chen yuan he ,,,,,,广东,潮安,,,
C03239,蔡乌仙,cai wu xian ,,,,,,福建,海澄,,,
C03240,刘继初,liu ji chu ,,,新加坡,,,广东,湖安,,,
C03241,林金顺,lin jin shun ,,,星洲,,,福建,海澄,,,
C03242,沈华菊,shen hua ju ,,,,,,福建,安溪,,,
C03243,陈启呆,chen qi dai ,,,,,,福建,龙溪,,,
C03244,蔡若鹤,cai ruo he ,,,,,,福建,海澄,,,
C03245,陈小金,chen xiao jin ,,,新加坡,,,福建,,,,
C03246,陈木发,chen mu fa ,,,,,,福建,惠安,,,
C03247,马轩昂,ma xuan ang ,,,,,,广东,中山,,,
C03248,陈顺炎,chen shun yan ,,,,,,广东,潮安,,,
C03249,林文墨,lin wen mo ,,,,,,福建,金门,,,
C03250,蔡桢祥,cai zhen xiang ,,,,,,福建,海澄,,,
C03251,朱兆祺,zhu zhao qi ,,,,,,广东,新会,,,
C03252,张永安,zhang yong an ,,,新加坡,,,福建,安溪,,,
C03253,傅养记,fu yang ji ,,,,,,福建,金门,,,
C03254,陆季兴,lu ji xing ,,,,,,广东,文昌,,,
C03255,胡辇美,hu nian mei ,,,,,,福建,诏安,,,
C03256,梁峇,liang ba ,,,马六甲,,,福建,南安,,,
C03257,林礼英,lin li ying ,,,,,,广东,文昌,,,
C03258,郑作予,zheng zuo yu ,,,,,,福建,永春,,,
C03259,吴瑞艮,wu rui gen ,,,,,,福建,思明,,,
C03260,蔡木生,cai mu sheng ,,,,,,福建,金门,,,
C03261,刘金炳,liu jin bing ,,,,,,福建,闽侯,,,
C03262,许孟东,xu meng dong ,,,,,,广东,开平,,,
C03263,陈金吉,chen jin ji ,,,新加坡,,,福建,永春,,,
C03264,冯庶彬,feng shu bin ,,,,,,广东,南海,,,
C03265,林廷銮,lin ting luan ,,,,,,福建,闽侯,,,
C03266,吴文耀,wu wen yao ,,,,,,广东,宾安,,,
C03267,陈福隆,chen fu long ,,,,,,福建,兴化,,,
C03268,黄菊,huang ju ,,,,,,福建,永春,,,
C03269,蔡百世,cai bai shi ,,,,,,福建,晋江,,,
C03270,陈延郎,chen yan lang ,,,,,,福建,同安,,,
C03271,翁德盛,weng de sheng ,,,,,,广东,文昌,,,
C03272,陈延德,chen yan de ,,,,,,福建,同安,,,
C03273,谢子仪,xie zi yi ,,,新加坡,,,福建,海澄,,,
C03274,何明轩,he ming xuan ,,,,,,广东,乐会,,,
C03275,雷铁崖,lei tie ya ,,,,,,四川,富顺,,,
C03276,郑连德  ,zheng lian de   ,,,南洋,,,福建,龙溪,,,
C03277,熊尚父,xiong shang fu ,,,,,,湖北,黄州,,,
C03278,潘先兴,pan xian xing ,,,,,,广东,琼州,,,
C03279,陈岳辉,chen yue hui ,,,,,,福建,安溪,,,
C03280,林鸿兴,lin hong xing ,,,,,,广东,文昌,,,
C03281,陈顺福,chen shun fu ,,,,,,福建,海澄,,,
C03282,陈民障,chen min zhang ,,,,,,福建,海澄,,,
C03283,赵有斐,zhao you fei ,,,马来西亚,登嘉楼,,福建,思明,,,
C03284,钟元章,zhong yuan zhang ,,,,,,广东,省城,,,
C03285,杨祝照,yang zhu zhao ,,,,,,福建,惠安,,,
C03286,蔡绍元,cai shao yuan ,,,,,,广东,揭阳,,,
C03287,古汉光,gu han guang ,,,,,,广东,梅县,,,
C03288,郑为仁,zheng wei ren ,,,,,,福建,思明,,,
C03289,朱霭渭,zhu ai wei ,,,,,,浙江,宁波,,,
C03290,林金宅,lin jin zhai ,,,,,,福建,永春,,,
C03291,欧文发,ou wen fa ,,,,,,广东,琼东,,,
C03292,陈德寿,chen de shou ,,,,,,广东,澄海,,,
C03293,黄宗星,huang zong xing ,,,,,,广东,文昌,,,
C03294,吴周珍,wu zhou zhen ,,,,,,福建,南安,,,
C03295,李振济,li zhen ji ,,,,,,福建,永春,,,
C03296,陈祖纪,chen zu ji ,,,,,,福建,晋江,,,
C03297,黄金声,huang jin sheng ,,,,,,福建,南安,,,
C03298,周长卿,zhou zhang qing ,,,,,,广东,琼东,,,
C03299,古凤和,gu feng he ,,,,,,广东,五华,,,
C03300,丘沧海,qiu cang hai ,,,,,,,,,,
C03301,王成庄,wang cheng zhuang ,,,,,,广东,琼山,,,
C03302,吴贤,wu xian ,,,,,,,,,,
C03303,曹世杰,cao shi jie ,,,,,,,,,,
C03304,刘友卿,liu you qing ,,,,,, ,,,,
C03305,林鸿玉,lin hong yu ,,,,,,广东,文昌,,,
C03306,林立宗,lin li zong ,,,,,,福建,永春,,,
C03307,柯天蛟,ke tian jiao ,,,,,,福建,海澄,,,
C03308,李妈赞,li ma zan ,,,,,,福建,金门,,,
C03309,叶汝德,ye ru de ,,,,,,,,,,
C03310,陈文火,chen wen huo ,,,,,,福建,同安,,,
C03311,林德钦,lin de qin ,,,,,,福建,海澄,,,
C03312,柯吉辉,ke ji hui ,,,,,,福建,同安,,,
C03313,黄赐隆,huang ci long ,,,星洲,,,福建,思明,,,
C03314,杨冷水,yang leng shui ,,,马来西亚,登嘉楼,,福建,思明,,,
C03315,傅德成,fu de cheng ,,,,,,福建,思明,,,
C03316,陈兴邦,chen xing bang ,,,新加坡,,,福建,同安,,,
C03317,陈兴春,chen xing chun ,,,,,,福建,同安,,,
C03318,翁如松,weng ru song ,,,新加坡,,,福建,金门,,,
C03319,方志松,fang zhi song ,,,,,,广东,普宁,,,
C03320,庄廷琛,zhuang ting chen ,,,,,,福建,惠安,,,
C03321,萧学明,xiao xue ming ,,,,,,广东,文昌,,,
C03322,曾启宏,ceng qi hong ,,,,,,福建,思明,,,
C03323,詹忠礼,zhan zhong li ,,,,,,广东,文昌,,,
C03324,谢门贤,xie men xian ,,,,,,广东,万宁,,,
C03325,蔡元吉,cai yuan ji ,,,,马辰埠,,福建,溪龙,,,
C03326,刑为序,xing wei xu ,,,,,,福建,闽侯,,,
C03327,林召怀,lin zhao huai ,,,,,,广东,文昌,,,
C03328,谢晓昭,xie xiao zhao ,,,,,,广东,大埔,,,
C03329,吕砥山,lu di shan ,,,,,,福建,同安,,,
C03330,林珍三,lin zhen san ,,,,,,广东,大埔,,,
C03331,李理,li li ,,,,,,福建,诏安,,,
C03332,周峇加,zhou ba jia ,,,新加坡,,,福建,诏安,,,
C03333,黄镜源,huang jing yuan ,,,,,,福建,金门,,,
C03334,洪宝植别传,hong bao zhi bie chuan ,,,,,,,,,,
C03335,王吉士,wang ji shi ,,,,,,福建,同安,,,
C03336,胡文钊,hu wen zhao ,,,,,,广东,开平,,,
C03337,高凌百,gao ling bai ,,,,,,江苏,江阴,,,
C03338,陈卓华,chen zhuo hua ,,,,,,广东,新会,,,
C03339,陈林泉,chen lin quan ,,,新加坡,,,广东,潮安,,,
C03340,林采为,lin cai wei ,,,,,,福建,永春,,,
C03341,曾鸿活,zeng hong she,,,,,,广东,台山,,,
C03342,阮祯禄,ruan zhen lu ,,,,,,广东,新会,,,
C03343,施冬荣,shi dong rong ,,,,,,福建,德化,,,
C03344,何和安,he he an ,,,,,,广东,文昌,,,
C03345,蔡嘉钟,cai jia zhong ,,,,,,福建,金门,,,
C03346,梁居发,liang ju fa ,,,,,,广东,定安,,,
C03347,程则乾,cheng ze qian ,,,,,,福建,古田,,,
C03348,李国华,li guo hua ,,,,,,福建,金门,,,
C03349,陈在贵,chen zai gui ,,,,,,福建,永春,,,
C03350,余让袍,yu rang pao ,,,,,,福建,古田,,,
C03351,陈镇藩,chen zhen fan ,,,,,,福建,思明,,,
C03352,王敬文,wang jing wen ,,,,,,福建,金门,,,
C03353,谢伯欣,xie bo xin ,,,,,,广东,大埔,,,
C03354,程金,cheng jin ,,,,,,福建,闽侯,,,
C03355,吴金和,wu jin he ,,,,,,福建,永春,,,
C03356,黄伟君,huang wei jun1 ,,,新加坡,,,广东,梅县,,,
C03357,陈恩勉,chen en mian ,,,,,,福建,同安,,,
C03358,林世球,lin shi qiu ,,,,,,福建,永春,,,
C03359,萧德观,xiao de guan ,,,,,,福建,安溪,,,
C03360,李文及,li wen ji ,,,,,,福建,晋江,,,
C03361,林熙柱,lin xi zhu ,,,,,,广东,文昌,,,
C03362,陈金源,chen jin yuan ,,,星洲,,,福建,,,,
C03363,林石寮,lin shi liao ,,,,,,福建,龙溪,,,
C03364,陈凤毛,chen feng mao ,,,新加坡,,,福建,同安,,,
C03365,谢福锡,xie fu xi ,,,,,,福建,云霄,,,
C03366,冯阿武,feng a wu ,,,马来西亚,太平,,广东,增城,,,
C03367,林礼贤,lin li xian ,,,新加坡,,,福建,南安,,,
C03368,萧建生,xiao jian sheng ,,,,,,广东,大埔,,,
C03369,王木,wang mu ,,,,,,福建,安溪,,,
C03370,许书元,xu shu yuan ,,,,,,广东,琼山,,,
C03371,姚武祥,yao wu xiang ,,,,,,江苏,上海,,,
C03372,黄振杰,huang zhen jie ,,,,,,广东,湖安,,,
C03373,黄泰有,huang tai you ,,,,,,广东,湖安,,,
C03374,李溟赓,li ming geng ,,,,,,广东,琼东,,,
C03375,周成兴,zhou cheng xing ,,,,,,广东,文昌,,,
C03376,郭礽养,guo reng yang ,,,,,,福建,南安,,,
C03377,沈添国,shen tian guo ,,,,,,福建,绍安,,,
C03378,董怡全,dong yi quan ,,,,,,福建,金门,,,
C03379,张连福,zhang lian fu ,,,,,,江南,,,,
C03380,梁至肇,liang zhi zhao ,,,,,,福建,南安,,,
C03381,李家瓒,li jia zan ,,,,,,广东,琼东,,,
C03382,钟毓铨,zhong yu quan ,,,,,,福建,同安,,,
C03383,符洪神,fu hong shen ,,,,,,广东,文昌,,,
C03384,陈文屐,chen wen ji ,,,,,,福建,同安,,,
C03385,陈金川,chen jin chuan ,,,,,,福建,同安,,,
C03386,林祥宝,lin xiang bao ,,,新加坡,,,福建,海澄,,,
C03387,杨哲业,yang zhe ye ,,,,,,福建,晋江,,,
C03388,孟锡玉,meng xi yu ,,,马来西亚,马六甲,,福建,永春,,,
C03389,陈金桔,chen jin ju ,,,,,,,,,,
C03390,罗信尔,luo xin er ,,,,,,福建,德化,,,
C03391,杨山对,yang shan dui ,,,新加坡,,,福建,闽南,,,
C03392,沈大炳,shen da bing ,,,,,,广东,潮安,,,
C03393,莫若时,mo ruo shi ,,,,,,广东,乐会,,,
C03394,蒋才镇,jiang cai zhen ,,,,,,福建,同安,,,
C03395,李囗锡,li wei xi ,,,,,,广东,台山,,,
C03396,陈礽源,chen reng yuan ,,,,,,福建,永春,,,
C03397,蔡耀明,cai yao ming ,,,新加坡,,,福建,同安,,,
C03398,李尚三,li shang san ,,,,,,福建,永春,,,
C03399,苏浓,su nong ,,,,,,广东,开平,,,
C03400,杨麒麟,yang qi lin ,,,,,,福建,惠安,,,
C03401,林维仙,lin wei xian ,,,,,,福建,宁德,,,
C03402,刘攀龙,liu pan long ,,,,,,福建,安溪,,,
C03403,吴女,wu nu ,,,,,,广东,开平,,,
C03404,陈耀传,chen yao chuan ,,,南洋,,,广东,潮安,,,
C03405,刘以田,liu yi tian ,,,,,,广东,南海,,,
C03406,许法三,xu fa san ,,,,,,广东,潮安,,,
C03407,李元务,li yuan wu ,,,,,,广东,大埔,,,
C03408,苏禄安,su lu an ,,,新加坡,,,福建,南安,,,
C03409,潘安和,pan an he ,,,,,,广东,文昌,,,
C03410,郑开杉,zheng kai shan ,,,,,,福建,永春,,,
C03411,游子信,you zi xin ,,,,,,福建,龙溪,,,
C03412,薛德林,xue de lin ,,,,,,广东,湖安,,,
C03413,黄世俎,huang shi zu ,,,,,,福建,永春,,,
C03414,魏諝同,wei xu tong ,,,,,,福建,古田,,,
C03415,冼致云,xian zhi yun ,,,,,,广东,鹤山,,,
C03416,林熙镜,lin xi jing ,,,,,,广东,文昌,,,
C03417,施银银,shi yin yin ,,,,,,福建,闽侯,,,
C03418,吴声梓,wu sheng zi ,,,,,,福建,南安,,,
C03419,黄玉贯,huang yu guan ,,,,,,广东,普宁,,,
C03420,傅河水,fu he shui ,,,,,,福建,南安,,,
C03421,周水抄,zhou shui chao ,,,,,,福建,思明,,,
C03422,姚土水,yao tu shui ,,,,,,福建,龙溪,,,
C03423,彭江海,peng jiang hai ,,,,,,福建,永春,,,
C03424,李基梁,li ji liang ,,,,,,广东,琼东,,,
C03425,陈昌霖,chen chang lin ,,,,,,广东,文昌,,,
C03426,沈添谋,shen tian mou ,,,,,,福建,诏安,,,
C03427,陈麦炎,chen mai yan ,,,,,,福建,思明,,,
C03428,谢壬癸,xie ren gui ,,,,,,福建,安溪,,,
C03429,李干民,li gan min ,,,,,,潮州,澄海,,,
C03430,陈宝珍,chen bao zhen ,,,,,,福建,云霄,,,
C03431,萧锡镛,xiao xi yong ,,,星洲,,,广东,大埔,,,
C03432,林立盈,lin li ying ,,,,,,福建,永春,,,
C03433,林箕当,lin ji dang ,,,,,,福建,南安,,,
C03434,戴亚科,dai ya ke ,,,,,,福建,同安,,,
C03435,孙斗南,sun dou nan ,,,,,,福建,同安,,,
C03436,卓复成,zhuo fu cheng ,,,,,,福建,同安,,,
C03437,谢瑞慈,xie rui ci ,,,,,,福建,闽侯,,,
C03438,吴清诰,wu qing gao ,,,,,,福建,禾山,,,
C03439,陈瑞锜,chen rui yi ,,,,,,广东,潮州,,,
C03440,吴南茂,wu nan mao ,,,,,,,,,,
C03441,李天赐,li tian ci ,,,,,,福建,南安,,,
C03442,陈松年,chen song nian ,,,,,,福建,永春,,,
C03443,陈宝鼎,chen bao ding ,,,,,,广东,澄海,,,
C03444,黄钦河,huang qin he ,,,荷属吉里文,巴来埠,,福建,龙溪,,,
C03445,吴长垣,wu zhang yuan ,,,,,,福建,金门,,,
C03446,周伦丙,zhou lun bing ,,,荷属廖内,,,福建,海澄,,,
C03447,林廷芝,lin ting zhi ,,,,,,广东,文昌,,,
C03448,郑奕略,zheng yi lue ,,,,,,福建,永春,,,
C03449,陈文潭,chen wen tan ,,,,,,福建,永春,,,
C03450,郑奕升,zheng yi sheng ,,,,,,福建,永春,,,
C03451,丘瑞桂,qiu rui gui ,,,,,,福建,永春,,,
